employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
77453,Finance,region_2,Bachelor's,m,sourcing,1,52,5,25,1,0,58,0
77455,Technology,region_27,Bachelor's,m,sourcing,4,26,3,3,0,0,84,0
77456,HR,region_2,Bachelor's,m,other,1,28,5,2,1,0,50,0
77457,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,39,4,12,0,0,50,0
77458,Technology,region_16,Bachelor's,f,sourcing,1,32,3,2,0,0,83,0
77459,Operations,region_31,Master's & above,f,sourcing,1,39,3,5,0,0,52,0
77461,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,28,3,3,0,1,59,1
77463,Procurement,region_30,Bachelor's,f,other,1,37,5,8,1,0,74,0
77466,Procurement,region_17,Master's & above,f,other,1,43,5,13,0,0,71,0
77468,Analytics,region_2,Bachelor's,m,other,1,42,5,2,1,0,85,0
77469,Sales & Marketing,region_13,Bachelor's,m,other,1,32,1,6,1,0,52,0
77471,Finance,region_2,Below Secondary,m,other,1,25,4,2,0,0,62,0
77473,Sales & Marketing,region_16,Bachelor's,f,other,1,36,5,8,0,0,52,0
77474,Analytics,region_26,Bachelor's,m,other,1,27,1,4,0,0,86,0
77476,Technology,region_2,Bachelor's,f,referred,2,37,5,4,1,1,83,1
77477,Sales & Marketing,region_22,Master's & above,m,sourcing,5,43,1,6,0,0,54,0
77478,Sales & Marketing,region_11,Bachelor's,m,other,1,41,3,5,0,0,49,0
77479,Sales & Marketing,region_11,Master's & above,m,other,1,31,4,3,0,0,47,0
77480,Operations,region_15,Bachelor's,m,other,1,41,5,11,0,0,60,0
77481,Procurement,region_22,Bachelor's,f,sourcing,1,30,4,6,0,0,70,0
77482,Procurement,region_2,Bachelor's,m,other,1,55,5,13,1,0,73,0
77485,Analytics,region_7,Bachelor's,m,other,1,27,5,3,1,0,85,0
77486,Technology,region_16,Bachelor's,f,sourcing,1,26,3,3,1,0,82,0
77487,Procurement,region_12,Master's & above,m,other,1,31,4,5,0,0,72,0
77488,Operations,region_2,Bachelor's,f,other,1,48,5,7,0,0,58,0
77491,Technology,region_33,Bachelor's,f,other,1,32,4,4,0,0,80,0
77493,Technology,region_13,Master's & above,m,other,1,48,4,6,0,0,77,0
77494,Technology,region_5,Bachelor's,f,other,1,34,2,8,0,0,82,0
77496,Technology,region_2,Bachelor's,f,other,1,31,2,5,0,0,82,0
77497,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,4,3,0,0,49,0
77498,Operations,region_15,Master's & above,f,other,1,38,4,10,0,0,56,0
77500,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,40,4,6,1,0,59,1
77501,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3,3,0,0,51,0
77502,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,2,12,0,0,53,0
77503,Procurement,region_2,Bachelor's,m,other,1,35,3,7,1,0,65,1
77504,Sales & Marketing,region_31,Master's & above,m,other,1,32,3,4,0,0,57,0
77505,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,4,10,0,0,49,0
77506,Operations,region_15,Master's & above,m,sourcing,1,47,4,14,0,0,59,0
77508,Procurement,region_8,Bachelor's,f,other,1,25,1,3,0,0,69,0
77509,Sales & Marketing,region_15,Master's & above,m,sourcing,1,32,4,7,0,0,52,0
77510,Operations,region_7,Bachelor's,m,other,3,41,3,5,0,0,59,0
77512,Sales & Marketing,region_24,Bachelor's,m,sourcing,4,35,3,8,0,0,53,0
77513,Analytics,region_13,Master's & above,m,other,1,42,3,7,0,0,90,0
77515,Sales & Marketing,region_2,Bachelor's,f,other,1,39,5,10,0,0,51,0
77517,Technology,region_2,Master's & above,m,sourcing,1,57,3,6,0,0,76,0
77518,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,29,3,7,0,0,46,0
77519,Operations,region_33,Master's & above,m,sourcing,1,45,4,16,0,0,56,0
77520,Analytics,region_22,Bachelor's,m,sourcing,1,29,5,6,1,0,87,0
77521,Operations,region_4,Bachelor's,m,other,1,31,5,9,1,0,87,1
77525,Sales & Marketing,region_25,Bachelor's,m,other,1,32,5,6,0,0,51,0
77526,Sales & Marketing,region_23,Master's & above,m,sourcing,1,33,3,8,0,0,52,0
77528,Operations,region_22,Master's & above,m,sourcing,1,49,4,6,1,0,58,0
77534,Sales & Marketing,region_28,Bachelor's,m,other,1,33,1,6,0,0,50,0
77535,Technology,region_2,Master's & above,m,other,1,54,5,6,1,0,75,1
77538,Sales & Marketing,region_14,Bachelor's,m,other,1,45,3,14,0,0,54,0
77541,Operations,region_2,Master's & above,f,other,1,39,4,10,0,0,57,0
77542,HR,region_7,Bachelor's,f,other,1,36,4,4,0,0,52,0
77543,Finance,region_2,Bachelor's,m,other,1,60,2,6,0,0,63,0
77544,Operations,region_13,Bachelor's,m,other,1,34,3,7,1,0,62,0
77545,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,3,1,0,0,52,0
77546,Sales & Marketing,region_7,Bachelor's,m,other,1,26,3,5,0,0,48,0
77547,HR,region_22,Master's & above,f,sourcing,1,34,1,9,0,0,52,0
77548,HR,region_7,Master's & above,f,sourcing,1,32,4,6,0,0,48,0
77549,Procurement,region_2,Master's & above,m,sourcing,1,35,4,7,0,0,66,0
77550,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,37,5,8,1,0,45,0
77554,Operations,region_2,Bachelor's,f,sourcing,2,32,2,4,0,0,60,0
77555,Technology,region_2,Master's & above,f,other,2,57,5,14,1,0,81,0
77556,Sales & Marketing,region_25,Master's & above,m,sourcing,1,37,3,9,1,0,51,1
77558,Procurement,region_16,Bachelor's,m,other,2,30,3,5,0,0,64,0
77559,Technology,region_13,Bachelor's,m,sourcing,1,32,3,4,0,0,84,0
77561,Sales & Marketing,region_1,Master's & above,f,other,1,30,3,6,0,0,48,0
77564,Sales & Marketing,region_7,Bachelor's,m,other,1,28,4,1,0,0,49,0
77566,Operations,region_29,Bachelor's,m,other,1,30,3,4,0,0,59,0
77570,Analytics,region_2,Bachelor's,m,other,1,42,3,3,0,0,84,0
77571,Technology,region_2,Bachelor's,f,other,1,41,4,10,0,0,82,0
77572,Operations,region_23,Master's & above,m,sourcing,1,34,5,4,1,0,59,0
77575,Procurement,region_2,Bachelor's,m,other,1,30,3,6,1,0,73,0
77576,Operations,region_15,Bachelor's,m,other,1,40,4,5,0,0,60,0
77577,Sales & Marketing,region_7,Bachelor's,m,other,1,50,3,14,0,0,52,0
77578,Sales & Marketing,region_7,Master's & above,m,sourcing,1,48,4,15,0,0,60,1
77579,Operations,region_15,Master's & above,m,other,1,52,3,9,0,0,61,0
77580,Procurement,region_15,Master's & above,m,other,1,39,3,4,1,0,69,0
77581,Sales & Marketing,region_17,Bachelor's,m,other,1,34,2,6,0,0,46,0
77582,Procurement,region_2,Master's & above,m,other,1,50,5,24,0,0,71,0
77583,Operations,region_7,Bachelor's,f,other,1,29,2,4,0,0,60,0
77585,Sales & Marketing,region_20,Bachelor's,m,other,1,33,5,7,1,0,47,0
77586,Sales & Marketing,region_11,Master's & above,m,other,1,34,3,7,0,0,50,0
77588,Technology,region_2,Master's & above,m,other,1,34,3,3,0,0,80,0
77592,HR,region_22,Bachelor's,f,sourcing,1,30,4,2,0,0,52,0
77593,Procurement,region_2,Bachelor's,m,sourcing,1,27,1,3,0,0,65,0
77594,Sales & Marketing,region_15,Bachelor's,m,other,1,34,5,8,1,0,51,0
77595,Procurement,region_2,Bachelor's,f,other,1,60,1,8,0,0,67,0
77598,Operations,region_12,Bachelor's,m,sourcing,1,27,3,5,0,0,58,0
77601,HR,region_22,Master's & above,m,other,1,43,3,5,0,0,51,0
77604,Operations,region_22,Bachelor's,m,sourcing,1,35,5,7,1,0,87,1
77605,Procurement,region_15,Master's & above,m,sourcing,1,46,5,2,1,0,72,0
77607,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,34,1,6,0,0,51,0
77608,Operations,region_1,Bachelor's,f,sourcing,1,36,5,8,1,0,53,0
77609,Operations,region_11,Bachelor's,f,sourcing,2,31,3,2,0,0,57,0
77610,Sales & Marketing,region_31,Bachelor's,m,other,1,38,1,3,0,0,53,0
77612,Finance,region_2,Bachelor's,f,sourcing,1,45,3,3,0,0,55,0
77614,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,1,4,0,0,53,0
77616,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,44,3,15,0,0,51,0
77617,Finance,region_4,Bachelor's,m,sourcing,1,28,2,3,0,0,57,0
77619,Sales & Marketing,region_23,Master's & above,m,other,1,36,4,5,0,0,50,0
77620,Sales & Marketing,region_28,Master's & above,m,other,1,41,5,2,0,0,50,0
77621,Legal,region_7,Master's & above,m,sourcing,1,37,5,3,1,0,63,0
77622,R&D,region_29,Bachelor's,m,sourcing,1,29,3,3,0,0,83,0
77624,Finance,region_2,Bachelor's,m,other,1,59,5,16,1,0,66,0
77625,Procurement,region_7,Bachelor's,m,other,3,32,3,3,0,0,70,0
77627,Analytics,region_5,Bachelor's,m,sourcing,1,39,3,8,0,0,82,0
77628,Procurement,region_2,Bachelor's,m,sourcing,1,30,5,7,1,0,66,0
77629,Sales & Marketing,region_7,Bachelor's,m,other,1,53,5,9,1,0,52,0
77630,Legal,region_26,Bachelor's,m,other,1,35,5,9,0,0,64,0
77632,Procurement,region_2,Master's & above,f,other,2,34,1,5,0,0,69,0
77633,Finance,region_11,Bachelor's,m,sourcing,1,31,4,2,0,0,58,0
77634,Sales & Marketing,region_22,Bachelor's,f,other,1,30,4,4,0,0,55,0
77635,Sales & Marketing,region_2,Bachelor's,m,other,2,31,3,6,0,0,54,0
77636,Sales & Marketing,region_7,Bachelor's,m,other,1,37,4,10,0,0,50,0
77639,Operations,region_8,Master's & above,f,other,1,38,3,3,0,0,57,0
77640,Procurement,region_29,Bachelor's,m,sourcing,1,33,3,7,0,0,66,0
77641,Sales & Marketing,region_7,Bachelor's,m,other,1,58,4,17,0,0,51,0
77643,HR,region_2,Bachelor's,m,other,1,46,3,21,0,0,50,0
77644,Procurement,region_22,Bachelor's,m,other,2,36,1,7,0,0,72,0
77646,Operations,region_3,Master's & above,m,sourcing,1,35,3,5,1,0,62,0
77647,Operations,region_28,Bachelor's,m,other,1,29,3,6,0,0,58,0
77648,Operations,region_22,Master's & above,m,sourcing,2,32,4,5,0,0,76,1
77653,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,25,5,3,0,0,51,0
77654,Technology,region_7,Bachelor's,m,referred,1,26,3,4,0,0,91,1
77656,Analytics,region_7,Bachelor's,f,other,2,31,5,5,1,0,83,0
77660,Procurement,region_11,Bachelor's,f,sourcing,1,34,4,3,0,0,73,0
77661,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,29,1,5,0,0,48,0
77662,Analytics,region_22,Bachelor's,f,other,1,30,3,2,0,0,87,0
77663,Sales & Marketing,region_16,Bachelor's,m,other,1,34,1,2,0,0,49,0
77664,Operations,region_32,Bachelor's,m,sourcing,1,37,5,3,1,0,56,0
77665,Sales & Marketing,region_28,Master's & above,f,other,1,33,5,5,1,0,47,0
77668,Operations,region_22,Bachelor's,m,sourcing,1,36,1,9,0,0,60,0
77669,Operations,region_15,Master's & above,f,sourcing,1,48,3,19,0,0,56,0
77670,Procurement,region_2,Master's & above,f,sourcing,1,53,3,26,0,0,73,0
77672,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,45,1,15,0,0,46,0
77674,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,3,3,0,0,48,0
77676,Operations,region_5,Bachelor's,m,other,1,37,3,7,0,0,63,0
77678,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,58,1,6,1,0,47,0
77679,Operations,region_22,Bachelor's,f,other,1,56,3,6,1,1,60,0
77680,Sales & Marketing,region_20,Bachelor's,m,other,1,34,1,9,0,0,47,0
77681,Sales & Marketing,region_13,Master's & above,m,other,1,40,3,7,0,0,46,0
77682,R&D,region_2,Master's & above,m,sourcing,2,37,5,3,1,0,84,0
77686,Sales & Marketing,region_15,Bachelor's,m,other,1,45,5,7,0,0,49,0
77687,Sales & Marketing,region_3,Bachelor's,m,other,1,34,5,6,1,0,52,0
77688,Operations,region_24,Master's & above,f,other,1,38,3,8,0,0,51,0
77689,R&D,region_26,Bachelor's,m,sourcing,3,30,1,3,0,0,84,0
77690,Analytics,region_3,Master's & above,m,other,1,35,5,7,0,0,84,0
77691,HR,region_2,Bachelor's,m,other,1,58,3,28,0,0,47,0
77692,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,4,10,0,0,49,0
77693,Operations,region_17,Master's & above,f,other,1,35,3,9,1,0,59,0
77699,Procurement,region_22,Bachelor's,m,other,1,41,3,10,0,0,69,0
77700,Operations,region_32,Master's & above,f,other,1,40,3,9,0,0,60,0
77704,Analytics,region_2,Master's & above,m,other,1,36,4,7,1,0,89,0
77705,Sales & Marketing,region_7,Bachelor's,m,other,1,50,5,6,0,0,48,0
77706,Procurement,region_2,Bachelor's,f,sourcing,1,53,5,11,1,0,71,1
77708,Sales & Marketing,region_25,Bachelor's,m,other,1,33,4,2,1,0,50,0
77709,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,28,5,3,0,0,46,0
77710,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,40,2,13,0,0,48,0
77713,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34,5,6,1,1,93,1
77714,Analytics,region_7,Bachelor's,m,other,2,28,4,5,0,0,88,0
77716,Technology,region_29,Master's & above,m,other,1,37,2,3,1,0,80,0
77718,Finance,region_22,Master's & above,m,sourcing,1,37,3,11,0,0,60,0
77720,Operations,region_24,Master's & above,f,other,2,33,3,9,0,0,60,0
77721,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,1,3,0,0,53,0
77723,Sales & Marketing,region_28,Bachelor's,m,other,1,35,5,5,0,0,51,0
77724,HR,region_32,Bachelor's,f,other,1,32,3,5,0,0,50,0
77725,Legal,region_20,Bachelor's,m,other,1,30,4,4,1,0,59,1
77726,Operations,region_32,Bachelor's,m,other,1,28,4,2,1,0,61,0
77727,Operations,region_11,Bachelor's,f,other,1,32,5,7,1,0,61,0
77728,Operations,region_6,Bachelor's,f,sourcing,1,24,3,1,0,0,66,0
77729,Operations,region_32,Bachelor's,m,sourcing,1,27,3,3,0,0,57,0
77731,Sales & Marketing,region_13,Master's & above,m,other,1,54,3,5,0,0,50,0
77732,Analytics,region_32,Master's & above,m,other,1,27,2,4,0,0,85,0
77733,Analytics,region_2,Bachelor's,m,other,1,27,3,3,0,0,86,0
77734,Technology,region_2,Bachelor's,m,referred,1,31,3,6,0,0,77,0
77738,Finance,region_2,Bachelor's,m,sourcing,1,39,3,4,0,0,61,0
77740,Operations,region_32,Bachelor's,m,other,1,36,5,3,1,1,59,0
77741,Sales & Marketing,region_24,Master's & above,m,sourcing,1,33,1,7,0,0,51,0
77742,HR,region_2,Master's & above,f,other,1,59,4,6,0,0,48,0
77744,Sales & Marketing,region_24,Bachelor's,m,other,1,32,5,5,1,0,51,1
77745,Procurement,region_2,Master's & above,m,other,2,43,3,6,0,0,70,0
77746,Procurement,region_11,Bachelor's,m,sourcing,1,39,5,7,1,0,67,0
77749,Procurement,region_9,Bachelor's,m,sourcing,1,28,3,5,0,0,72,0
77750,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,1,8,0,0,54,0
77751,Sales & Marketing,region_4,Master's & above,m,sourcing,1,32,3,7,0,0,49,0
77752,Procurement,region_2,Bachelor's,m,other,1,39,3,7,1,0,69,0
77754,Sales & Marketing,region_23,Bachelor's,m,other,1,26,5,3,0,0,52,0
77755,Sales & Marketing,region_20,Bachelor's,m,other,2,26,2,3,0,0,52,0
77756,Operations,region_2,Bachelor's,m,other,1,55,2,5,1,0,63,0
77757,Operations,region_31,Bachelor's,m,sourcing,2,30,3,5,0,0,62,0
77758,Procurement,region_2,Bachelor's,m,other,1,29,5,3,1,0,72,0
77759,Finance,region_31,Bachelor's,m,other,1,36,3,9,1,0,61,0
77762,Sales & Marketing,region_25,Bachelor's,f,other,2,31,1,7,0,0,51,0
77764,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,30,5,4,1,0,48,0
77765,Finance,region_2,Bachelor's,f,other,1,32,4,5,0,0,63,0
77768,Analytics,region_32,Bachelor's,m,other,2,27,5,4,1,0,83,0
77769,Operations,region_13,Bachelor's,f,other,2,34,5,10,1,0,57,0
77772,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,1,14,0,0,52,0
77777,Analytics,region_20,Bachelor's,m,other,1,29,5,5,1,0,87,0
77778,Finance,region_4,Master's & above,f,sourcing,2,34,5,4,1,0,61,0
77782,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,4,3,0,0,51,0
77786,Sales & Marketing,region_27,Bachelor's,m,other,4,28,3,2,0,0,56,0
77787,Sales & Marketing,region_11,Master's & above,m,other,1,40,4,10,0,0,51,0
77789,Procurement,region_2,Bachelor's,f,other,1,30,4,7,1,0,71,0
77790,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,31,4,3,0,0,46,0
77791,Analytics,region_2,Bachelor's,m,sourcing,1,41,4,7,0,0,82,0
77795,Sales & Marketing,region_22,Master's & above,m,sourcing,1,48,3,5,0,0,46,0
77796,Procurement,region_20,Bachelor's,m,other,1,31,2,3,1,0,69,0
77797,Technology,region_16,Master's & above,m,other,1,34,1,3,0,0,80,0
77798,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,3,2,0,0,54,0
77799,HR,region_4,Master's & above,f,sourcing,1,32,3,5,0,0,51,0
77800,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,35,3,10,0,0,49,0
77802,Technology,region_5,Bachelor's,f,other,1,33,2,7,0,0,81,0
77805,Procurement,region_14,Bachelor's,m,other,1,28,1,6,0,0,71,0
77806,Operations,region_16,Master's & above,m,other,1,36,3,3,0,0,57,0
77807,Operations,region_22,Master's & above,f,sourcing,1,31,5,2,0,0,68,1
77808,Operations,region_2,Bachelor's,f,other,2,34,5,4,1,0,59,0
77809,Procurement,region_10,Bachelor's,m,other,2,32,3,5,0,0,73,0
77814,Operations,region_2,Bachelor's,f,other,1,31,5,6,1,0,60,0
77815,Technology,region_2,Master's & above,m,other,1,47,3,4,1,0,78,0
77816,Analytics,region_15,Master's & above,m,other,3,34,3,7,0,0,81,0
77817,Operations,region_22,Master's & above,f,sourcing,1,42,1,3,0,0,59,0
77818,Technology,region_7,Master's & above,f,other,3,40,3,6,1,0,77,0
77819,Analytics,region_1,Bachelor's,m,sourcing,1,31,4,7,0,0,84,0
77820,Operations,region_5,Bachelor's,m,sourcing,1,31,5,7,1,1,99,1
77821,Operations,region_34,Bachelor's,m,sourcing,1,26,3,4,0,0,63,0
77822,Finance,region_15,Bachelor's,f,sourcing,1,29,5,5,0,0,55,0
77824,Procurement,region_2,Master's & above,f,referred,1,36,1,7,0,0,68,0
77825,Procurement,region_17,Bachelor's,f,other,1,30,5,10,1,0,73,0
77826,Operations,region_28,Bachelor's,m,sourcing,2,33,4,6,0,0,60,0
77827,Technology,region_24,Master's & above,m,other,1,35,2,8,0,0,76,0
77828,Finance,region_26,Bachelor's,f,other,1,30,5,8,1,0,56,0
77829,Operations,region_22,Bachelor's,m,sourcing,1,51,5,4,1,0,62,0
77830,Finance,region_7,Bachelor's,f,other,1,30,3,5,1,0,63,1
77832,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,1,7,0,1,46,0
77833,Operations,region_8,Master's & above,m,other,1,36,3,10,1,0,62,0
77834,Operations,region_29,Bachelor's,f,other,1,29,4,4,1,0,60,0
77837,HR,region_22,Bachelor's,m,referred,1,29,3,4,1,0,51,0
77838,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,2,6,0,0,53,0
77840,Procurement,region_4,Master's & above,m,other,1,31,3,6,0,0,69,0
77842,Analytics,region_22,Master's & above,m,sourcing,1,36,1,8,0,0,89,0
77845,Procurement,region_13,Bachelor's,m,other,2,28,5,4,1,0,71,0
77846,Operations,region_29,Bachelor's,m,other,2,30,3,5,0,0,58,0
77847,Finance,region_31,Bachelor's,m,other,2,27,2,3,0,0,60,0
77849,Technology,region_27,Bachelor's,f,other,1,29,1,3,0,0,86,0
77850,HR,region_22,Below Secondary,m,other,1,22,3,2,1,0,54,0
77852,Technology,region_22,Bachelor's,m,sourcing,1,28,4,6,1,0,82,0
77853,Operations,region_13,Master's & above,f,other,1,31,3,7,0,0,62,0
77854,Sales & Marketing,region_22,Master's & above,m,other,1,32,5,8,0,0,46,0
77856,Sales & Marketing,region_28,Master's & above,f,sourcing,1,36,5,8,0,0,47,0
77862,HR,region_2,Master's & above,m,referred,1,38,5,8,1,0,45,1
77863,Sales & Marketing,region_22,Master's & above,m,sourcing,1,37,3,8,0,0,46,0
77864,Sales & Marketing,region_7,Master's & above,m,other,1,41,3,5,0,0,50,0
77865,Procurement,region_22,Bachelor's,m,sourcing,2,26,1,3,0,0,71,0
77868,Sales & Marketing,region_16,Bachelor's,m,other,1,34,2,4,0,0,51,0
77869,Analytics,region_27,Bachelor's,m,other,2,26,5,3,0,0,85,0
77870,Operations,region_29,Bachelor's,m,sourcing,1,43,3,13,0,0,58,0
77872,Analytics,region_7,Bachelor's,m,sourcing,1,30,5,2,1,0,86,0
77873,Procurement,region_2,Master's & above,m,sourcing,1,55,3,13,0,0,70,0
77874,Technology,region_27,Bachelor's,m,sourcing,1,32,3,9,0,0,76,0
77875,Technology,region_19,Bachelor's,m,sourcing,1,39,3,9,0,0,79,0
77876,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,4,10,0,0,53,0
77877,Sales & Marketing,region_4,Bachelor's,m,other,1,46,3,3,1,0,50,0
77878,Operations,region_23,Master's & above,f,other,1,39,3,10,0,0,60,0
77879,Analytics,region_7,Master's & above,m,other,2,36,5,7,1,0,85,0
77881,Analytics,region_2,Bachelor's,m,other,1,47,4,7,0,0,82,0
77882,Procurement,region_14,Bachelor's,f,sourcing,1,29,4,6,1,0,71,0
77883,Legal,region_2,Bachelor's,f,other,1,41,3,4,0,0,56,0
77884,Procurement,region_2,Bachelor's,m,sourcing,1,33,3,5,1,0,71,0
77885,Technology,region_2,Master's & above,f,other,1,46,1,21,0,0,81,0
77888,Technology,region_31,Bachelor's,m,sourcing,1,34,3,6,0,0,81,0
77889,Operations,region_2,Bachelor's,f,other,1,44,3,6,1,0,59,0
77890,Sales & Marketing,region_13,Bachelor's,m,other,1,36,5,8,0,0,47,0
77891,Technology,region_17,Bachelor's,m,other,2,26,5,2,1,0,82,0
77892,Operations,region_27,Bachelor's,m,sourcing,1,41,4,3,0,0,61,0
77893,Operations,region_27,Bachelor's,m,other,1,30,4,4,0,0,62,0
77894,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,27,4,2,0,0,50,0
77895,Technology,region_15,Bachelor's,f,other,1,30,4,3,1,0,81,1
77898,R&D,region_26,Master's & above,m,other,1,34,5,8,1,0,81,0
77899,Operations,region_32,Bachelor's,m,other,1,34,5,7,0,0,60,0
77900,Analytics,region_11,Bachelor's,m,other,1,24,3,2,1,0,82,0
77902,Technology,region_2,Bachelor's,m,sourcing,1,38,2,9,0,0,80,0
77904,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,25,4,3,0,0,48,0
77905,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,28,4,3,0,0,48,0
77906,Analytics,region_19,Bachelor's,m,sourcing,1,28,3,3,0,0,85,0
77907,Procurement,region_23,Bachelor's,m,sourcing,1,32,3,4,1,0,73,0
77908,Technology,region_28,Bachelor's,f,sourcing,2,31,1,4,0,1,78,0
77910,Sales & Marketing,region_28,Master's & above,f,sourcing,1,30,4,5,0,0,54,0
77911,Technology,region_2,Bachelor's,m,other,1,34,5,6,1,0,79,0
77912,Legal,region_31,Bachelor's,m,sourcing,1,34,5,4,0,0,57,0
77915,Operations,region_22,Master's & above,m,sourcing,2,35,5,3,0,0,60,0
77918,Sales & Marketing,region_9,Master's & above,f,other,1,31,1,3,0,0,53,0
77919,Operations,region_13,Master's & above,f,other,1,35,4,4,1,0,62,0
77920,Operations,region_15,Bachelor's,m,referred,1,32,3,4,1,0,64,0
77921,Procurement,region_22,Master's & above,f,other,1,43,3,6,0,0,67,0
77925,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,33,3,5,0,0,50,0
77927,Procurement,region_13,Master's & above,m,other,1,32,5,4,1,0,68,0
77930,Analytics,region_32,Bachelor's,m,other,1,29,2,2,0,0,81,0
77931,Technology,region_15,Bachelor's,m,sourcing,1,28,1,3,0,0,77,0
77932,Procurement,region_2,Bachelor's,m,sourcing,1,30,4,4,0,0,72,0
77934,Analytics,region_29,Bachelor's,m,sourcing,1,37,3,10,1,0,85,0
77935,Analytics,region_2,Bachelor's,f,other,1,28,5,2,1,0,82,0
77938,HR,region_13,Master's & above,m,sourcing,1,41,2,7,0,0,45,0
77942,Procurement,region_21,Bachelor's,m,other,2,29,3,2,0,0,68,0
77944,Procurement,region_13,Bachelor's,m,other,5,42,4,6,1,0,64,1
77946,Operations,region_15,Bachelor's,f,referred,1,32,4,6,0,0,59,0
77947,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,2,4,0,0,46,0
77949,Sales & Marketing,region_21,Bachelor's,m,other,1,40,3,11,0,0,52,0
77951,Operations,region_29,Master's & above,m,other,1,33,2,6,1,0,60,0
77952,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,28,5,2,1,0,50,0
77954,Operations,region_16,Bachelor's,m,other,2,31,5,2,0,0,58,0
77955,Sales & Marketing,region_3,Bachelor's,m,sourcing,2,30,4,5,1,0,89,1
77957,Sales & Marketing,region_26,Bachelor's,m,other,1,41,3,6,1,0,53,0
77958,Technology,region_2,Bachelor's,f,other,1,42,3,14,0,0,80,0
77962,Operations,region_15,Bachelor's,m,sourcing,2,35,5,4,1,0,59,0
77963,Procurement,region_2,Bachelor's,m,other,1,55,3,19,1,0,68,0
77968,Technology,region_2,Bachelor's,f,other,1,49,2,15,0,0,81,0
77970,Operations,region_22,Master's & above,m,other,1,40,1,2,1,0,56,0
77972,Procurement,region_26,Master's & above,m,other,2,44,4,18,0,0,71,0
77973,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,51,3,23,0,0,53,0
77974,Technology,region_11,Bachelor's,m,sourcing,1,27,4,1,1,0,82,0
77975,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,38,3,11,0,0,43,0
77977,R&D,region_4,Bachelor's,m,sourcing,1,35,3,3,0,0,83,0
77978,Technology,region_31,Bachelor's,m,sourcing,1,32,4,4,1,0,79,0
77980,Technology,region_16,Master's & above,f,other,1,36,3,9,0,0,76,0
77982,HR,region_32,Bachelor's,f,sourcing,1,29,5,7,1,0,50,0
77983,Finance,region_2,Bachelor's,f,other,2,33,3,3,0,0,56,0
77986,Operations,region_10,Bachelor's,m,other,1,30,3,5,0,0,57,0
77987,HR,region_2,Master's & above,m,sourcing,1,50,5,6,0,0,49,0
77988,Sales & Marketing,region_9,Bachelor's,m,sourcing,2,27,4,4,0,0,50,0
77989,Sales & Marketing,region_1,Master's & above,m,other,1,32,5,4,0,0,54,0
77991,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,4,3,0,0,49,0
77995,Operations,region_28,Bachelor's,m,other,1,30,3,2,0,0,62,0
77996,Sales & Marketing,region_28,Bachelor's,m,other,1,34,3,9,1,0,48,0
77998,Procurement,region_15,Bachelor's,f,other,1,39,5,7,0,0,85,1
78001,Procurement,region_2,Bachelor's,f,other,1,54,3,12,1,0,68,1
